id_class;id_student;id_subject;score;rank
92;17091;92;4;Trungbinh
93;17092;93;6;Kha
94;17093;94;8;Gioi
95;17094;95;9;Xuat Sac
96;17095;96;5;Trungbinh
97;17096;97;5;Trungbinh
98;17097;98;3;Truot
99;17098;99;6;Kha
100;17099;100;1;Truot
101;17100;101;5;Trungbinh
102;17101;102;4;Trungbinh
103;17102;103;8;Gioi
104;17103;104;8;Gioi
105;17104;105;4;Trungbinh
106;17105;106;3;Truot
107;17106;107;8;Gioi
108;17107;108;3;Truot
109;17108;109;7;Kha
110;17109;110;5;Trungbinh
111;17110;111;4;Trungbinh
112;17111;112;6;Kha
113;17112;113;5;Trungbinh
114;17113;114;5;Trungbinh
115;17114;115;2;Truot
116;17115;116;3;Truot
117;17116;117;4;Trungbinh
118;17117;118;8;Gioi
119;17118;119;1;Truot
120;17119;120;3;Truot
121;17120;121;7;Kha
122;17121;122;8;Gioi
123;17122;123;4;Trungbinh
124;17123;124;6;Kha
125;17124;125;8;Gioi
126;17125;126;1;Truot
127;17126;127;3;Truot
128;17127;128;3;Truot
129;17128;129;3;Truot
130;17129;130;8;Gioi
131;17130;131;1;Truot
132;17131;132;6;Kha
133;17132;133;2;Truot
134;17133;134;2;Truot
135;17134;135;1;Truot
136;17135;136;1;Truot
137;17136;137;3;Truot
138;17137;138;5;Trungbinh
139;17138;139;8;Gioi
140;17139;140;9;Xuat Sac
141;17140;141;8;Gioi
142;17141;142;2;Truot
143;17142;143;8;Gioi
144;17143;144;8;Gioi
145;17144;145;1;Truot
146;17145;146;8;Gioi
147;17146;147;6;Kha
148;17147;148;8;Gioi
149;17148;149;7;Kha
150;17149;150;4;Trungbinh
151;17150;151;4;Trungbinh
152;17151;152;5;Trungbinh
153;17152;153;1;Truot
154;17153;154;6;Kha
155;17154;155;8;Gioi
156;17155;156;1;Truot
157;17156;157;3;Truot
158;17157;158;3;Truot
159;17158;159;9;Xuat Sac
160;17159;160;2;Truot
161;17160;161;6;Kha
162;17161;162;5;Trungbinh
163;17162;163;8;Gioi
164;17163;164;8;Gioi
165;17164;165;7;Kha
166;17165;166;6;Kha
167;17166;167;9;Xuat Sac
168;17167;168;4;Trungbinh
169;17168;169;1;Truot
170;17169;170;2;Truot
171;17170;171;9;Xuat Sac
172;17171;172;3;Truot
173;17172;173;3;Truot
174;17173;174;2;Truot
175;17174;175;3;Truot
176;17175;176;3;Truot
177;17176;177;1;Truot
178;17177;178;7;Kha
179;17178;179;6;Kha
180;17179;180;3;Truot
181;17180;181;3;Truot
182;17181;182;7;Kha
183;17182;183;6;Kha
184;17183;184;8;Gioi
185;17184;185;6;Kha
186;17185;186;1;Truot
187;17186;187;1;Truot
188;17187;188;9;Xuat Sac
189;17188;189;1;Truot
190;17189;190;8;Gioi
191;17190;191;9;Xuat Sac
192;17191;192;5;Trungbinh
193;17192;193;3;Truot
194;17193;194;8;Gioi
195;17194;195;5;Trungbinh
196;17195;196;8;Gioi
197;17196;197;3;Truot
198;17197;198;8;Gioi
199;17198;199;8;Gioi
200;17199;200;9;Xuat Sac
201;17200;1;3;Truot
202;17201;2;4;Trungbinh
203;17202;3;1;Truot
204;17203;4;3;Truot
205;17204;5;2;Truot
206;17205;6;7;Kha
207;17206;7;6;Kha
208;17207;8;9;Xuat Sac
209;17208;9;4;Trungbinh
210;17209;10;7;Kha
211;17210;11;9;Xuat Sac
212;17211;12;5;Trungbinh
213;17212;13;4;Trungbinh
214;17213;14;8;Gioi
215;17214;15;1;Truot
216;17215;16;9;Xuat Sac
217;17216;17;2;Truot
218;17217;18;4;Trungbinh
219;17218;19;9;Xuat Sac
220;17219;20;1;Truot
221;17220;21;3;Truot
222;17221;22;4;Trungbinh
223;17222;23;8;Gioi
224;17223;24;9;Xuat Sac
225;17224;25;5;Trungbinh
226;17225;26;6;Kha
227;17226;27;3;Truot
228;17227;28;2;Truot
229;17228;29;4;Trungbinh
230;17229;30;9;Xuat Sac
231;17230;31;5;Trungbinh
232;17231;32;6;Kha
233;17232;33;4;Trungbinh
234;17233;34;9;Xuat Sac
235;17234;35;3;Truot
236;17235;36;4;Trungbinh
237;17236;37;9;Xuat Sac
238;17237;38;9;Xuat Sac
239;17238;39;1;Truot
240;17239;40;1;Truot
241;17240;41;6;Kha
242;17241;42;9;Xuat Sac
243;17242;43;8;Gioi
244;17243;44;9;Xuat Sac
245;17244;45;5;Trungbinh
246;17245;46;7;Kha
247;17246;47;5;Trungbinh
248;17247;48;9;Xuat Sac
249;17248;49;9;Xuat Sac
250;17249;50;6;Kha
251;17250;51;6;Kha
252;17251;52;6;Kha
253;17252;53;9;Xuat Sac
254;17253;54;8;Gioi
255;17254;55;6;Kha
256;17255;56;9;Xuat Sac
257;17256;57;6;Kha
258;17257;58;4;Trungbinh
259;17258;59;4;Trungbinh
260;17259;60;9;Xuat Sac
261;17260;61;3;Truot
262;17261;62;3;Truot
263;17262;63;4;Trungbinh
264;17263;64;4;Trungbinh
265;17264;65;5;Trungbinh
266;17265;66;7;Kha
267;17266;67;7;Kha
268;17267;68;5;Trungbinh
269;17268;69;2;Truot
270;17269;70;9;Xuat Sac
271;17270;71;5;Trungbinh
272;17271;72;8;Gioi
273;17272;73;9;Xuat Sac
274;17273;74;2;Truot
275;17274;75;8;Gioi
276;17275;76;1;Truot
277;17276;77;3;Truot
278;17277;78;6;Kha
279;17278;79;2;Truot
280;17279;80;6;Kha
281;17280;81;6;Kha
282;17281;82;1;Truot
283;17282;83;2;Truot
284;17283;84;4;Trungbinh
285;17284;85;9;Xuat Sac
286;17285;86;8;Gioi
287;17286;87;2;Truot
288;17287;88;7;Kha
289;17288;89;2;Truot
290;17289;90;1;Truot
291;17290;91;6;Kha
292;17291;92;5;Trungbinh
293;17292;93;3;Truot
294;17293;94;2;Truot
295;17294;95;3;Truot
296;17295;96;6;Kha
297;17296;97;7;Kha
298;17297;98;5;Trungbinh
299;17298;99;3;Truot
300;17299;100;9;Xuat Sac
301;17300;101;1;Truot
302;17301;102;3;Truot
303;17302;103;4;Trungbinh
304;17303;104;2;Truot
305;17304;105;9;Xuat Sac
306;17305;106;2;Truot
307;17306;107;5;Trungbinh
308;17307;108;5;Trungbinh
309;17308;109;5;Trungbinh
310;17309;110;9;Xuat Sac
311;17310;111;6;Kha
312;17311;112;7;Kha
313;17312;113;1;Truot
314;17313;114;4;Trungbinh
315;17314;115;7;Kha
316;17315;116;5;Trungbinh
317;17316;117;7;Kha
318;17317;118;8;Gioi
319;17318;119;9;Xuat Sac
320;17319;120;1;Truot
321;17320;121;1;Truot
322;17321;122;9;Xuat Sac
323;17322;123;3;Truot
324;17323;124;9;Xuat Sac
325;17324;125;6;Kha
326;17325;126;6;Kha
327;17326;127;8;Gioi
328;17327;128;2;Truot
329;17328;129;3;Truot
330;17329;130;2;Truot
331;17330;131;3;Truot
332;17331;132;8;Gioi
333;17332;133;2;Truot
334;17333;134;2;Truot
335;17334;135;3;Truot
336;17335;136;8;Gioi
337;17336;137;1;Truot
338;17337;138;1;Truot
339;17338;139;2;Truot
340;17339;140;2;Truot
341;17340;141;6;Kha
342;17341;142;1;Truot
343;17342;143;5;Trungbinh
344;17343;144;8;Gioi
345;17344;145;8;Gioi
346;17345;146;5;Trungbinh
347;17346;147;1;Truot
348;17347;148;1;Truot
349;17348;149;1;Truot
350;17349;150;6;Kha
351;17350;151;3;Truot
352;17351;152;8;Gioi
353;17352;153;3;Truot
354;17353;154;2;Truot
355;17354;155;1;Truot
356;17355;156;7;Kha
357;17356;157;5;Trungbinh
358;17357;158;3;Truot
359;17358;159;6;Kha
360;17359;160;2;Truot
361;17360;161;4;Trungbinh
362;17361;162;1;Truot
363;17362;163;7;Kha
364;17363;164;5;Trungbinh
365;17364;165;6;Kha
366;17365;166;8;Gioi
367;17366;167;8;Gioi
368;17367;168;8;Gioi
369;17368;169;9;Xuat Sac
370;17369;170;5;Trungbinh
371;17370;171;6;Kha
372;17371;172;1;Truot
373;17372;173;9;Xuat Sac
374;17373;174;2;Truot
375;17374;175;3;Truot
376;17375;176;9;Xuat Sac
377;17376;177;3;Truot
378;17377;178;1;Truot
379;17378;179;4;Trungbinh
380;17379;180;1;Truot
381;17380;181;6;Kha
382;17381;182;2;Truot
383;17382;183;1;Truot
384;17383;184;8;Gioi
385;17384;185;4;Trungbinh
386;17385;186;6;Kha
387;17386;187;8;Gioi
388;17387;188;6;Kha
389;17388;189;2;Truot
390;17389;190;5;Trungbinh
391;17390;191;9;Xuat Sac
392;17391;192;1;Truot
393;17392;193;2;Truot
394;17393;194;4;Trungbinh
395;17394;195;2;Truot
396;17395;196;7;Kha
397;17396;197;4;Trungbinh
398;17397;198;1;Truot
399;17398;199;4;Trungbinh
400;17399;200;5;Trungbinh
401;17400;1;8;Gioi
402;17401;2;9;Xuat Sac
403;17402;3;7;Kha
404;17403;4;1;Truot
405;17404;5;8;Gioi
406;17405;6;6;Kha
407;17406;7;6;Kha
408;17407;8;4;Trungbinh
409;17408;9;4;Trungbinh
410;17409;10;6;Kha
411;17410;11;3;Truot
412;17411;12;4;Trungbinh
413;17412;13;1;Truot
414;17413;14;6;Kha
415;17414;15;7;Kha
416;17415;16;3;Truot
417;17416;17;5;Trungbinh
418;17417;18;1;Truot
419;17418;19;8;Gioi
420;17419;20;5;Trungbinh
421;17420;21;2;Truot
422;17421;22;2;Truot
423;17422;23;3;Truot
424;17423;24;5;Trungbinh
425;17424;25;1;Truot
426;17425;26;8;Gioi
427;17426;27;3;Truot
428;17427;28;8;Gioi
429;17428;29;6;Kha
430;17429;30;8;Gioi
431;17430;31;4;Trungbinh
432;17431;32;2;Truot
433;17432;33;1;Truot
434;17433;34;2;Truot
435;17434;35;1;Truot
436;17435;36;1;Truot
437;17436;37;1;Truot
438;17437;38;2;Truot
439;17438;39;8;Gioi
440;17439;40;7;Kha
441;17440;41;4;Trungbinh
442;17441;42;6;Kha
443;17442;43;1;Truot
444;17443;44;3;Truot
445;17444;45;1;Truot
446;17445;46;4;Trungbinh
447;17446;47;8;Gioi
448;17447;48;6;Kha
449;17448;49;2;Truot
450;17449;50;6;Kha
451;17450;51;3;Truot
452;17451;52;4;Trungbinh
453;17452;53;3;Truot
454;17453;54;5;Trungbinh
455;17454;55;1;Truot
456;17455;56;4;Trungbinh
457;17456;57;7;Kha
458;17457;58;3;Truot
459;17458;59;5;Trungbinh
460;17459;60;8;Gioi
461;17460;61;7;Kha
462;17461;62;3;Truot
463;17462;63;9;Xuat Sac
464;17463;64;9;Xuat Sac
465;17464;65;6;Kha
466;17465;66;6;Kha
467;17466;67;2;Truot
468;17467;68;1;Truot
469;17468;69;3;Truot
470;17469;70;1;Truot
471;17470;71;7;Kha
472;17471;72;3;Truot
473;17472;73;4;Trungbinh
474;17473;74;8;Gioi
475;17474;75;6;Kha
476;17475;76;2;Truot
477;17476;77;8;Gioi
478;17477;78;1;Truot
479;17478;79;8;Gioi
480;17479;80;1;Truot
481;17480;81;7;Kha
482;17481;82;5;Trungbinh
483;17482;83;3;Truot
484;17483;84;6;Kha
485;17484;85;8;Gioi
486;17485;86;4;Trungbinh
487;17486;87;5;Trungbinh
488;17487;88;5;Trungbinh
489;17488;89;4;Trungbinh
490;17489;90;1;Truot
491;17490;91;1;Truot
492;17491;92;9;Xuat Sac
493;17492;93;1;Truot
494;17493;94;2;Truot
495;17494;95;7;Kha
496;17495;96;4;Trungbinh
497;17496;97;5;Trungbinh
498;17497;98;4;Trungbinh
499;17498;99;4;Trungbinh
500;17499;100;2;Truot
501;17500;101;8;Gioi
502;17501;102;4;Trungbinh
503;17502;103;7;Kha
504;17503;104;5;Trungbinh
505;17504;105;3;Truot
506;17505;106;5;Trungbinh
507;17506;107;1;Truot
508;17507;108;8;Gioi
509;17508;109;3;Truot
510;17509;110;6;Kha
511;17510;111;4;Trungbinh
512;17511;112;6;Kha
513;17512;113;6;Kha
514;17513;114;2;Truot
515;17514;115;9;Xuat Sac
516;17515;116;3;Truot
517;17516;117;8;Gioi
518;17517;118;9;Xuat Sac
519;17518;119;5;Trungbinh
520;17519;120;3;Truot
521;17520;121;5;Trungbinh
522;17521;122;9;Xuat Sac
523;17522;123;3;Truot
524;17523;124;5;Trungbinh
525;17524;125;8;Gioi
526;17525;126;2;Truot
527;17526;127;3;Truot
528;17527;128;4;Trungbinh
529;17528;129;9;Xuat Sac
530;17529;130;5;Trungbinh
531;17530;131;9;Xuat Sac
532;17531;132;1;Truot
533;17532;133;4;Trungbinh
534;17533;134;5;Trungbinh
535;17534;135;6;Kha
536;17535;136;7;Kha
537;17536;137;3;Truot
538;17537;138;7;Kha
539;17538;139;6;Kha
540;17539;140;1;Truot
541;17540;141;4;Trungbinh
542;17541;142;2;Truot
543;17542;143;5;Trungbinh
544;17543;144;6;Kha
545;17544;145;6;Kha
546;17545;146;6;Kha
547;17546;147;3;Truot
548;17547;148;3;Truot
549;17548;149;7;Kha
550;17549;150;3;Truot
551;17550;151;1;Truot
552;17551;152;8;Gioi
553;17552;153;2;Truot
554;17553;154;7;Kha
555;17554;155;4;Trungbinh
556;17555;156;1;Truot
557;17556;157;1;Truot
558;17557;158;5;Trungbinh
559;17558;159;2;Truot
560;17559;160;2;Truot
561;17560;161;3;Truot
562;17561;162;1;Truot
563;17562;163;8;Gioi
564;17563;164;1;Truot
565;17564;165;7;Kha
566;17565;166;7;Kha
567;17566;167;9;Xuat Sac
568;17567;168;3;Truot
569;17568;169;5;Trungbinh
570;17569;170;7;Kha
571;17570;171;1;Truot
572;17571;172;2;Truot
573;17572;173;8;Gioi
574;17573;174;7;Kha
575;17574;175;2;Truot
576;17575;176;4;Trungbinh
577;17576;177;4;Trungbinh
578;17577;178;4;Trungbinh
579;17578;179;5;Trungbinh
580;17579;180;8;Gioi
581;17580;181;1;Truot
582;17581;182;7;Kha
583;17582;183;9;Xuat Sac
584;17583;184;4;Trungbinh
585;17584;185;3;Truot
586;17585;186;5;Trungbinh
587;17586;187;9;Xuat Sac
588;17587;188;4;Trungbinh
589;17588;189;9;Xuat Sac
590;17589;190;1;Truot
591;17590;191;6;Kha
592;17591;192;6;Kha
593;17592;193;2;Truot
594;17593;194;7;Kha
595;17594;195;9;Xuat Sac
596;17595;196;3;Truot
597;17596;197;5;Trungbinh
598;17597;198;6;Kha
599;17598;199;1;Truot
600;17599;200;1;Truot
601;17600;1;1;Truot
602;17601;2;6;Kha
603;17602;3;7;Kha
604;17603;4;7;Kha
605;17604;5;1;Truot
606;17605;6;8;Gioi
607;17606;7;9;Xuat Sac
608;17607;8;6;Kha
609;17608;9;6;Kha
610;17609;10;5;Trungbinh
611;17610;11;8;Gioi
612;17611;12;8;Gioi
613;17612;13;8;Gioi
614;17613;14;5;Trungbinh
615;17614;15;9;Xuat Sac
616;17615;16;7;Kha
617;17616;17;5;Trungbinh
618;17617;18;4;Trungbinh
619;17618;19;2;Truot
620;17619;20;6;Kha
621;17620;21;7;Kha
622;17621;22;8;Gioi
623;17622;23;9;Xuat Sac
624;17623;24;1;Truot
625;17624;25;3;Truot
626;17625;26;8;Gioi
627;17626;27;5;Trungbinh
628;17627;28;6;Kha
629;17628;29;2;Truot
630;17629;30;9;Xuat Sac
631;17630;31;7;Kha
632;17631;32;1;Truot
633;17632;33;3;Truot
634;17633;34;2;Truot
635;17634;35;8;Gioi
636;17635;36;2;Truot
637;17636;37;5;Trungbinh
638;17637;38;8;Gioi
639;17638;39;5;Trungbinh
640;17639;40;3;Truot
641;17640;41;1;Truot
642;17641;42;5;Trungbinh
643;17642;43;2;Truot
644;17643;44;3;Truot
645;17644;45;8;Gioi
646;17645;46;8;Gioi
647;17646;47;7;Kha
648;17647;48;7;Kha
649;17648;49;1;Truot
650;17649;50;8;Gioi
651;17650;51;9;Xuat Sac
652;17651;52;3;Truot
653;17652;53;8;Gioi
654;17653;54;4;Trungbinh
655;17654;55;6;Kha
656;17655;56;5;Trungbinh
657;17656;57;7;Kha
658;17657;58;1;Truot
659;17658;59;9;Xuat Sac
660;17659;60;1;Truot
661;17660;61;7;Kha
662;17661;62;5;Trungbinh
663;17662;63;5;Trungbinh
664;17663;64;6;Kha
665;17664;65;6;Kha
666;17665;66;4;Trungbinh
667;17666;67;7;Kha
668;17667;68;7;Kha
669;17668;69;3;Truot
670;17669;70;1;Truot
671;17670;71;2;Truot
672;17671;72;9;Xuat Sac
673;17672;73;2;Truot
674;17673;74;8;Gioi
675;17674;75;7;Kha
676;17675;76;5;Trungbinh
677;17676;77;8;Gioi
678;17677;78;9;Xuat Sac
679;17678;79;5;Trungbinh
680;17679;80;3;Truot
681;17680;81;7;Kha
682;17681;82;4;Trungbinh
683;17682;83;6;Kha
684;17683;84;3;Truot
685;17684;85;4;Trungbinh
686;17685;86;4;Trungbinh
687;17686;87;5;Trungbinh
688;17687;88;4;Trungbinh
689;17688;89;1;Truot
690;17689;90;9;Xuat Sac
691;17690;91;3;Truot
692;17691;92;2;Truot
693;17692;93;3;Truot
694;17693;94;6;Kha
695;17694;95;2;Truot
696;17695;96;7;Kha
697;17696;97;5;Trungbinh
698;17697;98;5;Trungbinh
699;17698;99;2;Truot
700;17699;100;4;Trungbinh
701;17700;101;5;Trungbinh
702;17701;102;3;Truot
703;17702;103;2;Truot
704;17703;104;5;Trungbinh
705;17704;105;3;Truot
706;17705;106;5;Trungbinh
707;17706;107;8;Gioi
708;17707;108;2;Truot
709;17708;109;7;Kha
710;17709;110;2;Truot
711;17710;111;9;Xuat Sac
712;17711;112;1;Truot
713;17712;113;7;Kha
714;17713;114;7;Kha
715;17714;115;8;Gioi
716;17715;116;5;Trungbinh
717;17716;117;8;Gioi
718;17717;118;7;Kha
719;17718;119;1;Truot
720;17719;120;4;Trungbinh
721;17720;121;5;Trungbinh
722;17721;122;6;Kha
723;17722;123;8;Gioi
724;17723;124;6;Kha
725;17724;125;4;Trungbinh
726;17725;126;3;Truot
727;17726;127;7;Kha
728;17727;128;5;Trungbinh
729;17728;129;5;Trungbinh
730;17729;130;1;Truot
731;17730;131;6;Kha
732;17731;132;2;Truot
733;17732;133;1;Truot
734;17733;134;9;Xuat Sac
735;17734;135;3;Truot
736;17735;136;9;Xuat Sac
737;17736;137;8;Gioi
738;17737;138;4;Trungbinh
739;17738;139;9;Xuat Sac
740;17739;140;6;Kha
741;17740;141;1;Truot
742;17741;142;1;Truot
743;17742;143;7;Kha
744;17743;144;5;Trungbinh
745;17744;145;8;Gioi
746;17745;146;7;Kha
747;17746;147;8;Gioi
748;17747;148;4;Trungbinh
749;17748;149;4;Trungbinh
750;17749;150;3;Truot
751;17750;151;6;Kha
752;17751;152;9;Xuat Sac
753;17752;153;1;Truot
754;17753;154;2;Truot
755;17754;155;4;Trungbinh
756;17755;156;9;Xuat Sac
757;17756;157;2;Truot
758;17757;158;5;Trungbinh
759;17758;159;1;Truot
760;17759;160;4;Trungbinh
761;17760;161;6;Kha
762;17761;162;5;Trungbinh
763;17762;163;2;Truot
764;17763;164;6;Kha
765;17764;165;3;Truot
766;17765;166;3;Truot
767;17766;167;9;Xuat Sac
768;17767;168;1;Truot
769;17768;169;6;Kha
770;17769;170;7;Kha
771;17770;171;3;Truot
772;17771;172;2;Truot
773;17772;173;3;Truot
774;17773;174;7;Kha
775;17774;175;3;Truot
776;17775;176;1;Truot
777;17776;177;4;Trungbinh
778;17777;178;2;Truot
779;17778;179;6;Kha
780;17779;180;4;Trungbinh
781;17780;181;8;Gioi
782;17781;182;5;Trungbinh
783;17782;183;8;Gioi
784;17783;184;8;Gioi
785;17784;185;3;Truot
786;17785;186;5;Trungbinh
787;17786;187;4;Trungbinh
788;17787;188;7;Kha
789;17788;189;7;Kha
790;17789;190;2;Truot
791;17790;191;2;Truot
792;17791;192;2;Truot
793;17792;193;8;Gioi
794;17793;194;2;Truot
795;17794;195;3;Truot
796;17795;196;7;Kha
797;17796;197;4;Trungbinh
798;17797;198;9;Xuat Sac
799;17798;199;5;Trungbinh
800;17799;200;7;Kha
801;17800;1;2;Truot
802;17801;2;8;Gioi
803;17802;3;5;Trungbinh
804;17803;4;3;Truot
805;17804;5;2;Truot
806;17805;6;6;Kha
807;17806;7;1;Truot
808;17807;8;2;Truot
809;17808;9;6;Kha
810;17809;10;2;Truot
811;17810;11;4;Trungbinh
812;17811;12;1;Truot
813;17812;13;4;Trungbinh
814;17813;14;5;Trungbinh
815;17814;15;8;Gioi
816;17815;16;4;Trungbinh
817;17816;17;7;Kha
818;17817;18;2;Truot
819;17818;19;1;Truot
820;17819;20;1;Truot
821;17820;21;9;Xuat Sac
822;17821;22;6;Kha
823;17822;23;5;Trungbinh
824;17823;24;9;Xuat Sac
825;17824;25;3;Truot
826;17825;26;9;Xuat Sac
827;17826;27;6;Kha
828;17827;28;3;Truot
829;17828;29;6;Kha
830;17829;30;8;Gioi
831;17830;31;7;Kha
832;17831;32;2;Truot
833;17832;33;3;Truot
834;17833;34;1;Truot
835;17834;35;1;Truot
836;17835;36;5;Trungbinh
837;17836;37;5;Trungbinh
838;17837;38;5;Trungbinh
839;17838;39;6;Kha
840;17839;40;3;Truot
841;17840;41;8;Gioi
842;17841;42;1;Truot
843;17842;43;5;Trungbinh
844;17843;44;4;Trungbinh
845;17844;45;8;Gioi
846;17845;46;7;Kha
847;17846;47;7;Kha
848;17847;48;8;Gioi
849;17848;49;3;Truot
850;17849;50;8;Gioi
851;17850;51;5;Trungbinh
852;17851;52;1;Truot
853;17852;53;1;Truot
854;17853;54;9;Xuat Sac
855;17854;55;3;Truot
856;17855;56;1;Truot
857;17856;57;7;Kha
858;17857;58;7;Kha
859;17858;59;5;Trungbinh
860;17859;60;5;Trungbinh
861;17860;61;8;Gioi
862;17861;62;3;Truot
863;17862;63;1;Truot
864;17863;64;2;Truot
865;17864;65;5;Trungbinh
866;17865;66;1;Truot
867;17866;67;8;Gioi
868;17867;68;3;Truot
869;17868;69;4;Trungbinh
870;17869;70;2;Truot
871;17870;71;8;Gioi
872;17871;72;9;Xuat Sac
873;17872;73;2;Truot
874;17873;74;8;Gioi
875;17874;75;4;Trungbinh
876;17875;76;3;Truot
877;17876;77;4;Trungbinh
878;17877;78;8;Gioi
879;17878;79;9;Xuat Sac
880;17879;80;6;Kha
881;17880;81;6;Kha
882;17881;82;6;Kha
883;17882;83;5;Trungbinh
884;17883;84;7;Kha
885;17884;85;2;Truot
886;17885;86;4;Trungbinh
887;17886;87;8;Gioi
888;17887;88;5;Trungbinh
889;17888;89;8;Gioi
890;17889;90;7;Kha
891;17890;91;3;Truot
892;17891;92;8;Gioi
893;17892;93;6;Kha
894;17893;94;7;Kha
895;17894;95;9;Xuat Sac
896;17895;96;8;Gioi
897;17896;97;6;Kha
898;17897;98;5;Trungbinh
899;17898;99;9;Xuat Sac
900;17899;100;2;Truot
901;17900;101;2;Truot
902;17901;102;1;Truot
903;17902;103;3;Truot
904;17903;104;3;Truot
905;17904;105;4;Trungbinh
906;17905;106;3;Truot
907;17906;107;2;Truot
908;17907;108;4;Trungbinh
909;17908;109;1;Truot
910;17909;110;6;Kha
911;17910;111;1;Truot
912;17911;112;4;Trungbinh
913;17912;113;4;Trungbinh
914;17913;114;5;Trungbinh
915;17914;115;5;Trungbinh
916;17915;116;3;Truot
917;17916;117;5;Trungbinh
918;17917;118;4;Trungbinh
919;17918;119;7;Kha
920;17919;120;4;Trungbinh
921;17920;121;3;Truot
922;17921;122;6;Kha
923;17922;123;8;Gioi
924;17923;124;1;Truot
925;17924;125;9;Xuat Sac
926;17925;126;4;Trungbinh
927;17926;127;5;Trungbinh
928;17927;128;6;Kha
929;17928;129;3;Truot
930;17929;130;3;Truot
931;17930;131;4;Trungbinh
932;17931;132;1;Truot
933;17932;133;9;Xuat Sac
934;17933;134;4;Trungbinh
935;17934;135;4;Trungbinh
936;17935;136;6;Kha
937;17936;137;2;Truot
938;17937;138;5;Trungbinh
939;17938;139;7;Kha
940;17939;140;9;Xuat Sac
941;17940;141;7;Kha
942;17941;142;9;Xuat Sac
943;17942;143;1;Truot
944;17943;144;6;Kha
945;17944;145;5;Trungbinh
946;17945;146;6;Kha
947;17946;147;3;Truot
948;17947;148;4;Trungbinh
949;17948;149;4;Trungbinh
950;17949;150;4;Trungbinh
951;17950;151;9;Xuat Sac
952;17951;152;4;Trungbinh
953;17952;153;7;Kha
954;17953;154;2;Truot
955;17954;155;3;Truot
956;17955;156;7;Kha
957;17956;157;2;Truot
958;17957;158;2;Truot
959;17958;159;4;Trungbinh
960;17959;160;1;Truot
961;17960;161;8;Gioi
962;17961;162;2;Truot
963;17962;163;5;Trungbinh
964;17963;164;2;Truot
965;17964;165;1;Truot
966;17965;166;3;Truot
967;17966;167;9;Xuat Sac
968;17967;168;1;Truot
969;17968;169;8;Gioi
970;17969;170;4;Trungbinh
971;17970;171;3;Truot
972;17971;172;3;Truot
973;17972;173;9;Xuat Sac
974;17973;174;9;Xuat Sac
975;17974;175;3;Truot
976;17975;176;6;Kha
977;17976;177;6;Kha
978;17977;178;6;Kha
979;17978;179;8;Gioi
980;17979;180;6;Kha
981;17980;181;3;Truot
982;17981;182;3;Truot
983;17982;183;3;Truot
984;17983;184;3;Truot
